ERROR NR.:      1925; MESS:Unknown member SEEKLAUSEND.; CODE:RETURN thisform.seeklausend.journalid; PROC:unload; LINE:         1; ALIAS:COMDOKPROP recno: 124; VERSIA:; KPV:29.08.2024 15:12:42;
ERROR NR.:        10; MESS:Syntax error.; CODE:Define Bar lnBarNo Of (l_menu) Prompt l_caption; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 484; VERSIA:; KPV:18.09.2024 17:25:52;
ERROR NR.:       165; MESS:Menu has not been defined with DEFINE POPUP.; CODE:&lcString; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 484; VERSIA:; KPV:18.09.2024 17:25:52;
ERROR NR.:        10; MESS:Syntax error.; CODE:Define Bar lnBarNo Of (l_menu) Prompt l_caption; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 486; VERSIA:; KPV:18.09.2024 17:25:52;
ERROR NR.:       165; MESS:Menu has not been defined with DEFINE POPUP.; CODE:&lcString; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 486; VERSIA:; KPV:18.09.2024 17:25:52;
ERROR NR.:        10; MESS:Syntax error.; CODE:Define Bar lnBarNo Of (l_menu) Prompt l_caption; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 487; VERSIA:; KPV:18.09.2024 17:25:52;
ERROR NR.:       165; MESS:Menu has not been defined with DEFINE POPUP.; CODE:&lcString; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 487; VERSIA:; KPV:18.09.2024 17:25:52;
ERROR NR.:        10; MESS:Syntax error.; CODE:Define Bar lnBarNo Of (l_menu) Prompt l_caption; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 488; VERSIA:; KPV:18.09.2024 17:25:52;
ERROR NR.:       165; MESS:Menu has not been defined with DEFINE POPUP.; CODE:&lcString; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 488; VERSIA:; KPV:18.09.2024 17:25:52;
ERROR NR.:        10; MESS:Syntax error.; CODE:Define Bar lnBarNo Of (l_menu) Prompt l_caption; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 509; VERSIA:; KPV:18.09.2024 17:25:52;
ERROR NR.:       165; MESS:Menu has not been defined with DEFINE POPUP.; CODE:&lcString; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 509; VERSIA:; KPV:18.09.2024 17:25:52;
ERROR NR.:        10; MESS:Syntax error.; CODE:Activate Popup (l_menu); PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 621; VERSIA:; KPV:18.09.2024 17:25:52;
ERROR NR.:        12; MESS:Variable 'L_MODULS' is not found.; CODE:DoDefault( m.lcObjName, tcClass, THIS.cChildClassLibrary ); PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:        43; ALIAS:V_ROLES recno: 1; VERSIA:; KPV:18.09.2024 17:41:52;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       109; ALIAS:CURMENUREMOTE recno: 552; VERSIA:; KPV:18.09.2024 17:42:50;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       109; ALIAS:CURMENUREMOTE recno: 562; VERSIA:; KPV:18.09.2024 17:42:50;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       109; ALIAS:CURMENUREMOTE recno: 565; VERSIA:; KPV:18.09.2024 17:42:50;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       109; ALIAS:CURMENUREMOTE recno: 566; VERSIA:; KPV:18.09.2024 17:42:50;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       109; ALIAS:CURMENUREMOTE recno: 567; VERSIA:; KPV:18.09.2024 17:42:50;
ERROR NR.:        10; MESS:Syntax error.; CODE:Define Popup (l_menu) From Mrow(), Mcol() Font (l_font), (l_font_size) Title l_menu; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 1; VERSIA:; KPV:18.09.2024 17:43:30;
ERROR NR.:        10; MESS:Syntax error.; CODE:Define Bar lnBarNo Of (l_menu) Prompt l_caption; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 1; VERSIA:; KPV:18.09.2024 17:43:30;
ERROR NR.:       165; MESS:Menu has not been defined with DEFINE POPUP.; CODE:&lcString; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 1; VERSIA:; KPV:18.09.2024 17:43:30;
ERROR NR.:        10; MESS:Syntax error.; CODE:Define Bar lnBarNo Of (l_menu) Prompt l_caption; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 74; VERSIA:; KPV:18.09.2024 17:43:30;
ERROR NR.:       165; MESS:Menu has not been defined with DEFINE POPUP.; CODE:&lcString; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 74; VERSIA:; KPV:18.09.2024 17:43:30;
ERROR NR.:        10; MESS:Syntax error.; CODE:Define Bar lnBarNo Of (l_menu) Prompt l_caption; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 116; VERSIA:; KPV:18.09.2024 17:43:30;
ERROR NR.:       165; MESS:Menu has not been defined with DEFINE POPUP.; CODE:&lcString; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 116; VERSIA:; KPV:18.09.2024 17:43:30;
ERROR NR.:        10; MESS:Syntax error.; CODE:Define Bar lnBarNo Of (l_menu) Prompt l_caption; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 482; VERSIA:; KPV:18.09.2024 17:43:30;
ERROR NR.:       165; MESS:Menu has not been defined with DEFINE POPUP.; CODE:&lcString; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 482; VERSIA:; KPV:18.09.2024 17:43:30;
ERROR NR.:        10; MESS:Syntax error.; CODE:Define Bar lnBarNo Of (l_menu) Prompt l_caption; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 484; VERSIA:; KPV:18.09.2024 17:43:30;
ERROR NR.:       165; MESS:Menu has not been defined with DEFINE POPUP.; CODE:&lcString; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 484; VERSIA:; KPV:18.09.2024 17:43:30;
ERROR NR.:        10; MESS:Syntax error.; CODE:Define Bar lnBarNo Of (l_menu) Prompt l_caption; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 485; VERSIA:; KPV:18.09.2024 17:43:30;
ERROR NR.:       165; MESS:Menu has not been defined with DEFINE POPUP.; CODE:&lcString; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 485; VERSIA:; KPV:18.09.2024 17:43:30;
ERROR NR.:        10; MESS:Syntax error.; CODE:Define Bar lnBarNo Of (l_menu) Prompt l_caption; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 486; VERSIA:; KPV:18.09.2024 17:43:30;
ERROR NR.:       165; MESS:Menu has not been defined with DEFINE POPUP.; CODE:&lcString; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 486; VERSIA:; KPV:18.09.2024 17:43:30;
ERROR NR.:        10; MESS:Syntax error.; CODE:Define Bar lnBarNo Of (l_menu) Prompt l_caption; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 492; VERSIA:; KPV:18.09.2024 17:43:30;
ERROR NR.:       165; MESS:Menu has not been defined with DEFINE POPUP.; CODE:&lcString; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 492; VERSIA:; KPV:18.09.2024 17:43:30;
ERROR NR.:        10; MESS:Syntax error.; CODE:Define Bar lnBarNo Of (l_menu) Prompt l_caption; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 509; VERSIA:; KPV:18.09.2024 17:43:30;
ERROR NR.:       165; MESS:Menu has not been defined with DEFINE POPUP.; CODE:&lcString; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 509; VERSIA:; KPV:18.09.2024 17:43:30;
ERROR NR.:        10; MESS:Syntax error.; CODE:Activate Popup (l_menu); PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 621; VERSIA:; KPV:18.09.2024 17:43:30;
ERROR NR.:        10; MESS:Syntax error.; CODE:Define Popup (l_menu) From Mrow(), Mcol() Font (l_font), (l_font_size) Title l_menu; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 1; VERSIA:; KPV:18.09.2024 17:43:38;
ERROR NR.:        10; MESS:Syntax error.; CODE:Define Bar lnBarNo Of (l_menu) Prompt l_caption; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 1; VERSIA:; KPV:18.09.2024 17:43:38;
ERROR NR.:       165; MESS:Menu has not been defined with DEFINE POPUP.; CODE:&lcString; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 1; VERSIA:; KPV:18.09.2024 17:43:38;
ERROR NR.:        10; MESS:Syntax error.; CODE:Define Bar lnBarNo Of (l_menu) Prompt l_caption; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 74; VERSIA:; KPV:18.09.2024 17:43:38;
ERROR NR.:       165; MESS:Menu has not been defined with DEFINE POPUP.; CODE:&lcString; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 74; VERSIA:; KPV:18.09.2024 17:43:38;
ERROR NR.:        10; MESS:Syntax error.; CODE:Define Bar lnBarNo Of (l_menu) Prompt l_caption; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 116; VERSIA:; KPV:18.09.2024 17:43:38;
ERROR NR.:       165; MESS:Menu has not been defined with DEFINE POPUP.; CODE:&lcString; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 116; VERSIA:; KPV:18.09.2024 17:43:38;
ERROR NR.:        10; MESS:Syntax error.; CODE:Define Bar lnBarNo Of (l_menu) Prompt l_caption; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 482; VERSIA:; KPV:18.09.2024 17:43:38;
ERROR NR.:       165; MESS:Menu has not been defined with DEFINE POPUP.; CODE:&lcString; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 482; VERSIA:; KPV:18.09.2024 17:43:38;
ERROR NR.:        10; MESS:Syntax error.; CODE:Define Bar lnBarNo Of (l_menu) Prompt l_caption; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 484; VERSIA:; KPV:18.09.2024 17:43:39;
ERROR NR.:       165; MESS:Menu has not been defined with DEFINE POPUP.; CODE:&lcString; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 484; VERSIA:; KPV:18.09.2024 17:43:39;
ERROR NR.:        10; MESS:Syntax error.; CODE:Define Bar lnBarNo Of (l_menu) Prompt l_caption; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 485; VERSIA:; KPV:18.09.2024 17:43:39;
ERROR NR.:       165; MESS:Menu has not been defined with DEFINE POPUP.; CODE:&lcString; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 485; VERSIA:; KPV:18.09.2024 17:43:39;
ERROR NR.:        10; MESS:Syntax error.; CODE:Define Bar lnBarNo Of (l_menu) Prompt l_caption; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 486; VERSIA:; KPV:18.09.2024 17:43:39;
ERROR NR.:       165; MESS:Menu has not been defined with DEFINE POPUP.; CODE:&lcString; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 486; VERSIA:; KPV:18.09.2024 17:43:39;
ERROR NR.:        10; MESS:Syntax error.; CODE:Define Bar lnBarNo Of (l_menu) Prompt l_caption; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 492; VERSIA:; KPV:18.09.2024 17:43:39;
ERROR NR.:       165; MESS:Menu has not been defined with DEFINE POPUP.; CODE:&lcString; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 492; VERSIA:; KPV:18.09.2024 17:43:39;
ERROR NR.:        10; MESS:Syntax error.; CODE:Define Bar lnBarNo Of (l_menu) Prompt l_caption; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 509; VERSIA:; KPV:18.09.2024 17:43:39;
ERROR NR.:       165; MESS:Menu has not been defined with DEFINE POPUP.; CODE:&lcString; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 509; VERSIA:; KPV:18.09.2024 17:43:39;
ERROR NR.:        10; MESS:Syntax error.; CODE:Activate Popup (l_menu); PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 621; VERSIA:; KPV:18.09.2024 17:43:39;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 552; VERSIA:; KPV:18.09.2024 17:46:15;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 562; VERSIA:; KPV:18.09.2024 17:46:15;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 565; VERSIA:; KPV:18.09.2024 17:46:15;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 566; VERSIA:; KPV:18.09.2024 17:46:15;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 567; VERSIA:; KPV:18.09.2024 17:46:15;
ERROR NR.:        10; MESS:Syntax error.; CODE:Define Popup (l_menu) From Mrow(), Mcol() Font (l_font), (l_font_size) Title l_menu; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 621; VERSIA:; KPV:18.09.2024 17:48:27;
ERROR NR.:        10; MESS:Syntax error.; CODE:Define Bar lnBarNo Of (l_menu) Prompt l_caption; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 1; VERSIA:; KPV:18.09.2024 17:48:40;
ERROR NR.:       165; MESS:Menu has not been defined with DEFINE POPUP.; CODE:&lcString; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 1; VERSIA:; KPV:18.09.2024 17:48:40;
ERROR NR.:        10; MESS:Syntax error.; CODE:Define Bar lnBarNo Of (l_menu) Prompt l_caption; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 74; VERSIA:; KPV:18.09.2024 17:48:40;
ERROR NR.:       165; MESS:Menu has not been defined with DEFINE POPUP.; CODE:&lcString; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 74; VERSIA:; KPV:18.09.2024 17:48:40;
ERROR NR.:        10; MESS:Syntax error.; CODE:Define Bar lnBarNo Of (l_menu) Prompt l_caption; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 116; VERSIA:; KPV:18.09.2024 17:48:40;
ERROR NR.:       165; MESS:Menu has not been defined with DEFINE POPUP.; CODE:&lcString; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 116; VERSIA:; KPV:18.09.2024 17:48:40;
ERROR NR.:        10; MESS:Syntax error.; CODE:Define Bar lnBarNo Of (l_menu) Prompt l_caption; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 482; VERSIA:; KPV:18.09.2024 17:48:40;
ERROR NR.:       165; MESS:Menu has not been defined with DEFINE POPUP.; CODE:&lcString; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 482; VERSIA:; KPV:18.09.2024 17:48:40;
ERROR NR.:        10; MESS:Syntax error.; CODE:Define Bar lnBarNo Of (l_menu) Prompt l_caption; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 484; VERSIA:; KPV:18.09.2024 17:48:40;
ERROR NR.:       165; MESS:Menu has not been defined with DEFINE POPUP.; CODE:&lcString; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 484; VERSIA:; KPV:18.09.2024 17:48:40;
ERROR NR.:        10; MESS:Syntax error.; CODE:Define Bar lnBarNo Of (l_menu) Prompt l_caption; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 485; VERSIA:; KPV:18.09.2024 17:48:40;
ERROR NR.:       165; MESS:Menu has not been defined with DEFINE POPUP.; CODE:&lcString; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 485; VERSIA:; KPV:18.09.2024 17:48:40;
ERROR NR.:        10; MESS:Syntax error.; CODE:Define Bar lnBarNo Of (l_menu) Prompt l_caption; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 486; VERSIA:; KPV:18.09.2024 17:48:40;
ERROR NR.:       165; MESS:Menu has not been defined with DEFINE POPUP.; CODE:&lcString; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 486; VERSIA:; KPV:18.09.2024 17:48:40;
ERROR NR.:        10; MESS:Syntax error.; CODE:Define Bar lnBarNo Of (l_menu) Prompt l_caption; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 492; VERSIA:; KPV:18.09.2024 17:48:40;
ERROR NR.:       165; MESS:Menu has not been defined with DEFINE POPUP.; CODE:&lcString; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 492; VERSIA:; KPV:18.09.2024 17:48:40;
ERROR NR.:        10; MESS:Syntax error.; CODE:Define Bar lnBarNo Of (l_menu) Prompt l_caption; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 509; VERSIA:; KPV:18.09.2024 17:48:40;
ERROR NR.:       165; MESS:Menu has not been defined with DEFINE POPUP.; CODE:&lcString; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 509; VERSIA:; KPV:18.09.2024 17:48:40;
ERROR NR.:        10; MESS:Syntax error.; CODE:Activate Popup (l_menu); PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 621; VERSIA:; KPV:18.09.2024 17:48:40;
ERROR NR.:        10; MESS:Syntax error.; CODE:Define Popup (l_menu) From Mrow(), Mcol() Font (l_font), (l_font_size) Title l_menu; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 621; VERSIA:; KPV:18.09.2024 17:51:33;
ERROR NR.:        10; MESS:Syntax error.; CODE:Define Bar lnBarNo Of (l_menu) Prompt l_caption; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 1; VERSIA:; KPV:18.09.2024 17:51:33;
ERROR NR.:       165; MESS:Menu has not been defined with DEFINE POPUP.; CODE:&lcString; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 1; VERSIA:; KPV:18.09.2024 17:51:33;
ERROR NR.:        10; MESS:Syntax error.; CODE:Define Bar lnBarNo Of (l_menu) Prompt l_caption; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 74; VERSIA:; KPV:18.09.2024 17:51:33;
ERROR NR.:       165; MESS:Menu has not been defined with DEFINE POPUP.; CODE:&lcString; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 74; VERSIA:; KPV:18.09.2024 17:51:33;
ERROR NR.:        10; MESS:Syntax error.; CODE:Define Bar lnBarNo Of (l_menu) Prompt l_caption; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 116; VERSIA:; KPV:18.09.2024 17:51:33;
ERROR NR.:       165; MESS:Menu has not been defined with DEFINE POPUP.; CODE:&lcString; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 116; VERSIA:; KPV:18.09.2024 17:51:33;
ERROR NR.:        10; MESS:Syntax error.; CODE:Define Bar lnBarNo Of (l_menu) Prompt l_caption; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 482; VERSIA:; KPV:18.09.2024 17:51:33;
ERROR NR.:       165; MESS:Menu has not been defined with DEFINE POPUP.; CODE:&lcString; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 482; VERSIA:; KPV:18.09.2024 17:51:33;
ERROR NR.:        10; MESS:Syntax error.; CODE:Define Bar lnBarNo Of (l_menu) Prompt l_caption; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 484; VERSIA:; KPV:18.09.2024 17:51:33;
ERROR NR.:       165; MESS:Menu has not been defined with DEFINE POPUP.; CODE:&lcString; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 484; VERSIA:; KPV:18.09.2024 17:51:33;
ERROR NR.:        10; MESS:Syntax error.; CODE:Define Bar lnBarNo Of (l_menu) Prompt l_caption; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 485; VERSIA:; KPV:18.09.2024 17:51:33;
ERROR NR.:       165; MESS:Menu has not been defined with DEFINE POPUP.; CODE:&lcString; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 485; VERSIA:; KPV:18.09.2024 17:51:33;
ERROR NR.:        10; MESS:Syntax error.; CODE:Define Bar lnBarNo Of (l_menu) Prompt l_caption; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 486; VERSIA:; KPV:18.09.2024 17:51:33;
ERROR NR.:       165; MESS:Menu has not been defined with DEFINE POPUP.; CODE:&lcString; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 486; VERSIA:; KPV:18.09.2024 17:51:33;
ERROR NR.:        10; MESS:Syntax error.; CODE:Define Bar lnBarNo Of (l_menu) Prompt l_caption; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 492; VERSIA:; KPV:18.09.2024 17:51:33;
ERROR NR.:       165; MESS:Menu has not been defined with DEFINE POPUP.; CODE:&lcString; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 492; VERSIA:; KPV:18.09.2024 17:51:33;
ERROR NR.:        10; MESS:Syntax error.; CODE:Define Bar lnBarNo Of (l_menu) Prompt l_caption; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 509; VERSIA:; KPV:18.09.2024 17:51:33;
ERROR NR.:       165; MESS:Menu has not been defined with DEFINE POPUP.; CODE:&lcString; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 509; VERSIA:; KPV:18.09.2024 17:51:33;
ERROR NR.:        10; MESS:Syntax error.; CODE:Activate Popup (l_menu); PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 621; VERSIA:; KPV:18.09.2024 17:51:33;
ERROR NR.:        10; MESS:Syntax error.; CODE:Define Popup (l_menu) From Mrow(), Mcol() Font (l_font), (l_font_size) Title l_menu; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 1; VERSIA:; KPV:18.09.2024 17:53:39;
ERROR NR.:        10; MESS:Syntax error.; CODE:Define Bar lnBarNo Of (l_menu) Prompt l_caption; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 1; VERSIA:; KPV:18.09.2024 17:53:39;
ERROR NR.:       165; MESS:Menu has not been defined with DEFINE POPUP.; CODE:&lcString; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 1; VERSIA:; KPV:18.09.2024 17:53:39;
ERROR NR.:        10; MESS:Syntax error.; CODE:Define Bar lnBarNo Of (l_menu) Prompt l_caption; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 74; VERSIA:; KPV:18.09.2024 17:53:39;
ERROR NR.:       165; MESS:Menu has not been defined with DEFINE POPUP.; CODE:&lcString; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 74; VERSIA:; KPV:18.09.2024 17:53:39;
ERROR NR.:        10; MESS:Syntax error.; CODE:Define Bar lnBarNo Of (l_menu) Prompt l_caption; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 116; VERSIA:; KPV:18.09.2024 17:53:39;
ERROR NR.:       165; MESS:Menu has not been defined with DEFINE POPUP.; CODE:&lcString; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 116; VERSIA:; KPV:18.09.2024 17:53:40;
ERROR NR.:        10; MESS:Syntax error.; CODE:Define Bar lnBarNo Of (l_menu) Prompt l_caption; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 482; VERSIA:; KPV:18.09.2024 17:53:40;
ERROR NR.:       165; MESS:Menu has not been defined with DEFINE POPUP.; CODE:&lcString; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 482; VERSIA:; KPV:18.09.2024 17:53:40;
ERROR NR.:        10; MESS:Syntax error.; CODE:Define Bar lnBarNo Of (l_menu) Prompt l_caption; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 484; VERSIA:; KPV:18.09.2024 17:53:40;
ERROR NR.:       165; MESS:Menu has not been defined with DEFINE POPUP.; CODE:&lcString; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 484; VERSIA:; KPV:18.09.2024 17:53:40;
ERROR NR.:        10; MESS:Syntax error.; CODE:Define Bar lnBarNo Of (l_menu) Prompt l_caption; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 485; VERSIA:; KPV:18.09.2024 17:53:40;
ERROR NR.:       165; MESS:Menu has not been defined with DEFINE POPUP.; CODE:&lcString; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 485; VERSIA:; KPV:18.09.2024 17:53:40;
ERROR NR.:        10; MESS:Syntax error.; CODE:Define Bar lnBarNo Of (l_menu) Prompt l_caption; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 486; VERSIA:; KPV:18.09.2024 17:53:40;
ERROR NR.:       165; MESS:Menu has not been defined with DEFINE POPUP.; CODE:&lcString; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 486; VERSIA:; KPV:18.09.2024 17:53:40;
ERROR NR.:        10; MESS:Syntax error.; CODE:Define Bar lnBarNo Of (l_menu) Prompt l_caption; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 492; VERSIA:; KPV:18.09.2024 17:53:40;
